year,date,tournament,h_team,a_team,h_elo,a_elo,h_score,a_score,location,neutral,,,,,,,,,,,,
2018,June 3,Friendly,Peru,Saudi Arabia,1912,1591,3,0,in Switzerland,Yes,,,,,,,,,,,,Yes
2018,June 3,COSAFA Cup,South Africa,Madagascar,1560,1364,0,0,in South Africa,No,,,,,,,,,,,,No
2018,June 3,Friendly,Spain,Switzerland,2048,1879,1,1,in Spain,No,,,,,,,,,,,,No
2018,June 3,Friendly,Ukraine,Albania,1741,1570,4,1,in France,Yes,,,,,,,,,,,,Yes
2018,June 4,Friendly,Armenia,Moldova,1458,1324,0,0,in Austria,Yes,,,,,,,,,,,,Yes
2018,June 4,Friendly,Chile,Serbia,1860,1771,1,0,in Austria,Yes,,,,,,,,,,,,Yes
2018,June 4,Friendly tournament,India,Kenya,1160,1388,3,0,in India,No,,,,,,,,,,,,No
2018,June 4,Friendly,Italy,Netherlands,1893,1905,1,1,in Italy,No,,,,,,,,,,,,No
2018,June 4,Friendly,Slovakia,Morocco,1763,1712,1,2,in Switzerland,Yes,,,,,,,,,,,,Yes
2018,June 5,COSAFA Cup,Botswana,Eswatini,1323,1292,2,0,in South Africa,Yes,,,,,,,,,,,,Yes
2018,June 5,Friendly,Kazakhstan,Azerbaijan,1354,1399,3,0,in Kazakhstan,No,,,,,,,,,,,,No
2018,June 5,Baltic Cup,Lithuania,Latvia,1401,1361,1,1,in Lithuania,No,,,,,,,,,,,,No
2018,June 5,Friendly,Luxembourg,Georgia,1332,1507,1,0,in Luxembourg,No,,,,,,,,,,,,No
2018,June 5,Friendly tournament,Martinique,French Guiana,1422,1376,3,0,in Martinique,No,,,,,,,,,,,,No
2018,June 5,Friendly tournament,New Zealand,Taiwan,1493,985,1,0,in India,Yes,,,,,,,,,,,,Yes
2018,June 5,Friendly,Romania,Finland,1720,1604,2,0,in Romania,No,,,,,,,,,,,,No
2018,June 5,Friendly,Russia,Turkey,1679,1727,1,1,in Russia,No,,,,,,,,,,,,No
2018,June 5,COSAFA Cup,South Africa,Namibia,1546,1377,4,1,in South Africa,No,,,,,,,,,,,,No
2018,June 6,Friendly,Belarus,Hungary,1530,1584,1,1,in Belarus,No,,,,,,,,,,,,No
2018,June 6,Friendly,Belgium,Egypt,1928,1648,3,0,in Belgium,No,,,,,,,,,,,,No
2018,June 6,Friendly,Czechia,Nigeria,1703,1694,1,0,in Austria,Yes,,,,,,,,,,,,Yes
2018,June 6,COSAFA Cup,Zimbabwe,Lesotho,1444,1281,0,0,in South Africa,Yes,,,,,,,,,,,,Yes
2018,June 6,Friendly,Norway,Panama,1631,1666,1,0,in Norway,No,,,,,,,,,,,,No
2018,June 6,COSAFA Cup,Zambia,Madagascar,1465,1378,1,0,in South Africa,Yes,,,,,,,,,,,,Yes
2018,June 7,Friendly,South Korea,Bolivia,1730,1673,0,0,in Austria,Yes,,,,,,,,,,,,Yes
2018,June 7,Friendly,England,Costa Rica,1943,1754,2,0,in England,No,,,,,,,,,,,,No
2018,June 7,Friendly tournament,French Guiana,Guadeloupe,1360,1257,2,0,in Martinique,Yes,,,,,,,,,,,,Yes
2018,June 7,Friendly,Iceland,Ghana,1771,1639,2,2,in Iceland,No,,,,,,,,,,,,No
2018,June 7,Friendly tournament,India,New Zealand,1196,1495,1,2,in India,No,,,,,,,,,,,,No
2018,June 7,Friendly,Portugal,Algeria,1968,1509,3,0,in Portugal,No,,,,,,,,,,,,No
2018,June 7,Friendly,Uruguay,Uzbekistan,1890,1603,3,0,in Uruguay,No,,,,,,,,,,,,No
2018,June 8,Friendly,Croatia,Senegal,1848,1740,2,1,in Croatia,No,,,,,,,,,,,,No
2018,June 8,Friendly,Germany,Saudi Arabia,2076,1586,2,1,in Germany,No,,,,,,,,,,,,No
2018,June 8,Friendly,Iran,Lithuania,1788,1395,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 8,Friendly tournament,Kenya,Taiwan,1352,983,4,0,in India,Yes,,,,,,,,,,,,Yes
2018,June 8,COSAFA Cup,Madagascar,Lesotho,1363,1290,0,1,in South Africa,Yes,,,,,,,,,,,,Yes
2018,June 8,Friendly,Poland,Chile,1831,1867,2,2,in Poland,No,,,,,,,,,,,,No
2018,June 8,COSAFA Cup,South Africa,Botswana,1558,1350,3,0,in South Africa,No,,,,,,,,,,,,No
2018,June 8,Friendly,Switzerland,Japan,1885,1670,2,0,in Switzerland,No,,,,,,,,,,,,No
2018,June 9,Friendly,Denmark,Mexico,1845,1861,2,0,in Denmark,No,,,,,,,,,,,,No
2018,June 9,Friendly,Estonia,Morocco,1498,1723,1,3,in Estonia,No,,,,,,,,,,,,No
2018,June 9,Friendly,Finland,Belarus,1597,1529,2,0,in Finland,No,,,,,,,,,,,,No
2018,June 9,Friendly,France,United States,1994,1755,1,1,in France,No,,,,,,,,,,,,No
2018,June 9,Friendly,Hungary,Australia,1585,1732,1,2,in Hungary,No,,,,,,,,,,,,No
2018,June 9,Friendly,Latvia,Azerbaijan,1367,1384,1,3,in Latvia,No,,,,,,,,,,,,No
2018,June 9,Friendly,Serbia,Bolivia,1764,1675,5,1,in Austria,Yes,,,,,,,,,,,,Yes
2018,June 9,Friendly,Spain,Tunisia,2042,1658,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 9,Friendly,Sweden,Peru,1794,1917,0,0,in Sweden,No,,,,,,,,,,,,No
2018,June 9,Friendly,Chagos Islands,Tuvalu,798,757,1,6,in England,Yes,,,,,,,,,,,,Yes
2018,June 9,COSAFA Cup,Zambia,Zimbabwe,1480,1435,2,4,in South Africa,Yes,,,,,,,,,,,,Yes
2018,June 10,Friendly,Austria,Brazil,1747,2135,0,3,in Austria,No,,,,,,,,,,,,No
2018,June 10,Friendly tournament,India,Kenya,1189,1358,2,0,in India,No,,,,,,,,,,,,No
2018,June 11,Friendly,Belgium,Costa Rica,1932,1749,4,1,in Belgium,No,,,,,,,,,,,,No
2018,June 11,Friendly,Senegal,South Korea,1735,1728,2,0,in Austria,Yes,,,,,,,,,,,,Yes
2018,June 12,Friendly,Paraguay,Japan,1746,1666,2,4,in Austria,Yes,,,,,,,,,,,,Yes
2018,June 12,Friendly,Poland,Lithuania,1829,1393,4,0,in Poland,No,,,,,,,,,,,,No
2018,June 14,World Cup,Russia,Saudi Arabia,1678,1585,5,0,in Russia,No,,,,,,,,,,,,No
2018,June 15,World Cup,Iran,Morocco,1790,1733,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 15,World Cup,Spain,Portugal,2044,1969,3,3,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 15,World Cup,Uruguay,Egypt,1893,1644,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 16,World Cup,Argentina,Iceland,1985,1765,1,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 16,World Cup,Croatia,Nigeria,1853,1684,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 16,World Cup,Peru,Denmark,1916,1856,0,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 16,World Cup,France,Australia,1986,1741,2,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 17,World Cup,Brazil,Switzerland,2141,1889,1,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 17,World Cup,Germany,Mexico,2077,1850,0,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 17,World Cup,Serbia,Costa Rica,1778,1743,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 18,World Cup,Belgium,Panama,1938,1658,3,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 18,World Cup,England,Tunisia,1948,1656,2,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 18,World Cup,Sweden,South Korea,1795,1713,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 19,World Cup,Colombia,Japan,1927,1684,1,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 19,World Cup,Russia,Egypt,1708,1632,3,1,in Russia,No,,,,,,,,,,,,No
2018,June 19,World Cup,Poland,Senegal,1831,1750,1,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 20,World Cup,Portugal,Morocco,1975,1708,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 20,World Cup,Spain,Iran,2038,1815,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 20,World Cup,Uruguay,Saudi Arabia,1905,1555,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 21,World Cup,Denmark,Australia,1891,1729,1,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 21,World Cup,Argentina,Croatia,1968,1878,0,3,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 21,World Cup,France,Peru,1998,1881,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 22,World Cup,Brazil,Costa Rica,2122,1716,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 22,World Cup,Iceland,Nigeria,1782,1659,0,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 22,World Cup,Switzerland,Serbia,1908,1805,2,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 23,World Cup,Belgium,Tunisia,1955,1647,5,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 23,World Cup,Germany,Sweden,2030,1818,2,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 23,World Cup,Mexico,South Korea,1897,1690,2,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 24,World Cup,Colombia,Poland,1879,1794,3,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 24,World Cup,England,Panama,1957,1641,6,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 24,World Cup,Senegal,Japan,1787,1732,2,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 25,World Cup,Spain,Morocco,2051,1697,2,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 25,World Cup,Portugal,Iran,1986,1802,1,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 25,World Cup,Russia,Uruguay,1732,1912,0,3,in Russia,No,,,,,,,,,,,,No
2018,June 25,World Cup,Egypt,Saudi Arabia,1608,1548,1,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 26,World Cup,Argentina,Nigeria,1902,1719,2,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 26,World Cup,Croatia,Iceland,1944,1722,2,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 26,World Cup,France,Denmark,2018,1878,0,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 26,World Cup,Peru,Australia,1861,1742,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 27,World Cup,Brazil,Serbia,2130,1784,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 27,World Cup,Switzerland,Costa Rica,1929,1708,2,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 27,World Cup,Germany,South Korea,2044,1676,0,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 27,World Cup,Mexico,Sweden,1911,1804,0,3,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 28,World Cup,England,Belgium,1974,1970,0,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 28,World Cup,Colombia,Senegal,1919,1782,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 28,World Cup,Poland,Japan,1754,1737,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 28,World Cup,Tunisia,Panama,1632,1624,2,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 30,World Cup,France,Argentina,2007,1918,4,3,in Russia,Yes,,,,,,,,,,,,Yes
2018,June 30,World Cup,Portugal,Uruguay,1971,1953,1,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 1,World Cup,Croatia,Denmark,1957,1889,1,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 1,World Cup,Russia,Spain,1691,2028,1,1,in Russia,No,,,,,,,,,,,,No
2018,July 2,World Cup,Belgium,Japan,2000,1708,3,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 2,World Cup,Brazil,Mexico,2141,1843,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 3,World Cup,England,Colombia,1944,1938,1,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 3,World Cup,Switzerland,Sweden,1912,1872,0,1,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 5,Friendly,Malaysia,Fiji,1053,1245,1,0,in Malaysia,No,,,,,,,,,,,,No
2018,July 6,World Cup,Brazil,Belgium,2155,2009,1,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 6,World Cup,France,Uruguay,2029,1985,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 7,World Cup,England,Sweden,1943,1905,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 7,World Cup,Russia,Croatia,1709,1951,2,2,in Russia,No,,,,,,,,,,,,No
2018,July 10,World Cup,France,Belgium,2068,2051,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 11,World Cup,England,Croatia,1983,1939,1,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 14,World Cup,Belgium,England,2022,1949,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 15,World Cup,France,Croatia,2097,1973,4,2,in Russia,Yes,,,,,,,,,,,,Yes
2018,July 22,Friendly,Liberia,Sierra Leone,1309,1378,0,0,in Liberia,No,,,,,,,,,,,,No
2018,July 25,Friendly,Sint Maarten,British Virgin Islands,869,607,2,3,in Sint Maarten,No,,,,,,,,,,,,No
2018,July 27,Friendly,Saint Martin,British Virgin Islands,849,625,0,0,in Saint Barthélemy,Yes,,,,,,,,,,,,Yes
2018,July 27,Friendly,Saint Barthélemy,Anguilla,731,560,1,2,in Saint Barthélemy,No,,,,,,,,,,,,No
2018,July 28,Friendly,Saint Barthélemy,British Virgin Islands,714,631,3,4,in Saint Barthélemy,No,,,,,,,,,,,,No
2018,July 28,Friendly,Saint Martin,Anguilla,843,577,5,1,in Saint Barthélemy,Yes,,,,,,,,,,,,Yes
2018,August 4,Friendly,Belize,Barbados,1171,1134,1,0,in Belize,No,,,,,,,,,,,,No
2018,August 4,Friendly,Palestine,Iraq,1390,1551,0,3,in Palestine,No,,,,,,,,,,,,No
2018,August 11,Friendly,Guadeloupe,Dominica,1241,1011,0,0,in Guadeloupe,No,,,,,,,,,,,,No
2018,August 15,Friendly,Guatemala,Cuba,1510,1298,3,0,in Guatemala,No,,,,,,,,,,,,No
2018,August 17,Friendly,Grenada,Jamaica,1101,1574,1,5,in Grenada,No,,,,,,,,,,,,No
2018,August 18,Friendly,United Arab Emirates,Andorra,1531,1034,0,0,in Austria,Yes,,,,,,,,,,,,Yes
2018,August 18,Friendly,French Guiana,Suriname,1376,1244,0,4,in French Guiana,No,,,,,,,,,,,,No
2018,August 18,Friendly,Guatemala,Cuba,1515,1293,1,0,in Guatemala,No,,,,,,,,,,,,No
2018,August 19,Friendly,Afghanistan,Palestine,1155,1376,0,0,in Afghanistan,No,,,,,,,,,,,,No
2018,August 20,Friendly,Barbados,Jamaica,1128,1578,2,2,in Barbados,No,,,,,,,,,,,,No
2018,August 22,Friendly,Sint Maarten,Anguilla,851,570,1,1,in Sint Maarten,No,,,,,,,,,,,,No
2018,August 26,Friendly,Anguilla,Saint Martin,578,850,1,2,in Anguilla,No,,,,,,,,,,,,No
2018,August 26,Friendly,Barbados,Cuba,1136,1290,0,0,in Barbados,No,,,,,,,,,,,,No
2018,August 26,Friendly,Lesotho,Eswatini,1314,1265,1,0,in Lesotho,No,,,,,,,,,,,,No
2018,August 27,Friendly,Lesotho,Eswatini,1320,1259,2,0,in Lesotho,No,,,,,,,,,,,,No
2018,August 29,Friendly,Bangladesh,Sri Lanka,805,690,0,1,in Bangladesh,No,,,,,,,,,,,,No
2018,August 29,Friendly,Barbados,Cuba,1138,1288,0,2,in Barbados,No,,,,,,,,,,,,No
2018,August 29,Friendly,Macao,Solomon Islands,674,1199,1,4,in Macao,No,,,,,,,,,,,,No
2018,September 1,Southeast Asian Championship qualifier,East Timor,Brunei,635,626,3,1,in Malaysia,Yes,,,,,,,,,,,,Yes
2018,September 2,Friendly,Ethiopia,Burundi,1277,1317,1,1,in Ethiopia,No,,,,,,,,,,,,No
2018,September 2,East Asian Championship qualifier,Guam,Northern Mariana Islands,833,411,4,0,in Mongolia,Yes,,,,,,,,,,,,Yes
2018,September 2,East Asian Championship qualifier,Mongolia,Macao,658,671,4,1,in Mongolia,No,,,,,,,,,,,,No
2018,September 4,South Asian Championship,Bangladesh,Bhutan,789,583,2,0,in Bangladesh,No,,,,,,,,,,,,No
2018,September 4,East Asian Championship qualifier,Guam,Macao,839,645,0,2,in Mongolia,Yes,,,,,,,,,,,,Yes
2018,September 4,East Asian Championship qualifier,Mongolia,Northern Mariana Islands,684,405,9,0,in Mongolia,No,,,,,,,,,,,,No
2018,September 4,South Asian Championship,Pakistan,Nepal,949,896,2,1,in Bangladesh,Yes,,,,,,,,,,,,Yes
2018,September 5,Friendly,Fiji,Solomon Islands,1232,1202,1,1,in Fiji,No,,,,,,,,,,,,No
2018,September 5,South Asian Championship,India,Sri Lanka,1216,706,2,0,in Bangladesh,Yes,,,,,,,,,,,,Yes
2018,September 5,Friendly,Slovakia,Denmark,1752,1895,3,0,in Slovakia,No,,,,,,,,,,,,No
2018,September 6,European Nations League D,Armenia,Liechtenstein,1454,1143,2,1,in Armenia,No,,,,,,,,,,,,No
2018,September 6,Friendly,Austria,Sweden,1741,1865,2,0,in Austria,No,,,,,,,,,,,,No
2018,September 6,Friendly,Bahrain,Philippines,1415,1186,1,1,in Bahrain,No,,,,,,,,,,,,No
2018,September 6,South Asian Championship,Bangladesh,Pakistan,798,966,1,0,in Bangladesh,No,,,,,,,,,,,,No
2018,September 6,European Nations League B,Czechia,Ukraine,1713,1751,1,2,in Czechia,No,,,,,,,,,,,,No
2018,September 6,CONCACAF Nations League qualifier,Suriname,Dominica,1274,1018,0,0,in Guadeloupe,Yes,,,,,,,,,,,,Yes
2018,September 6,European Nations League A,Germany,France,1964,2127,0,0,in Germany,No,,,,,,,,,,,,No
2018,September 6,European Nations League D,Gibraltar,Macedonia,1094,1517,0,2,in Gibraltar,No,,,,,,,,,,,,No
2018,September 6,CONCACAF Nations League qualifier,Guyana,Barbados,1189,1125,2,2,in Guyana,No,,,,,,,,,,,,No
2018,September 6,Friendly,Jordan,Lebanon,1475,1453,0,1,in Jordan,No,,,,,,,,,,,,No
2018,September 6,European Nations League D,Kazakhstan,Georgia,1369,1495,0,2,in Kazakhstan,No,,,,,,,,,,,,No
2018,September 6,Friendly,Kyrgyzstan,Palestine,1237,1373,1,1,in Kyrgyzstan,No,,,,,,,,,,,,No
2018,September 6,European Nations League D,Latvia,Andorra,1348,1043,0,0,in Latvia,No,,,,,,,,,,,,No
2018,September 6,East Asian Championship qualifier,Macao,Northern Mariana Islands,690,395,1,1,in Mongolia,Yes,,,,,,,,,,,,Yes
2018,September 6,East Asian Championship qualifier,Mongolia,Guam,694,794,1,1,in Mongolia,No,,,,,,,,,,,,No
2018,September 6,South Asian Championship,Nepal,Bhutan,879,574,4,0,in Bangladesh,Yes,,,,,,,,,,,,Yes
2018,September 6,Friendly,Netherlands,Peru,1907,1891,2,1,in the Netherlands,No,,,,,,,,,,,,No
2018,September 6,European Nations League C,Norway,Cyprus,1639,1403,2,0,in Norway,No,,,,,,,,,,,,No
2018,September 6,Friendly,Portugal,Croatia,1939,1943,1,1,in Portugal,No,,,,,,,,,,,,No
2018,September 6,European Nations League C,Slovenia,Bulgaria,1626,1614,1,2,in Slovenia,No,,,,,,,,,,,,No
2018,September 6,Friendly,United Arab Emirates,Trinidad and Tobago,1522,1424,0,2,in Spain,Yes,,,,,,,,,,,,Yes
2018,September 6,Friendly,Uzbekistan,Syria,1600,1607,1,1,in Uzbekistan,No,,,,,,,,,,,,No
2018,September 6,European Nations League B,Wales,Ireland,1777,1728,4,1,in Wales,No,,,,,,,,,,,,No
2018,September 7,European Nations League C,Albania,Israel,1560,1526,1,0,in Albania,No,,,,,,,,,,,,No
2018,September 7,CONCACAF Nations League qualifier,Anguilla,French Guiana,573,1346,0,5,in Anguilla,No,,,,,,,,,,,,No
2018,September 7,CONCACAF Nations League qualifier,Antigua and Barbuda,Saint Lucia,1206,1097,0,3,in Antigua and Barbuda,No,,,,,,,,,,,,No
2018,September 7,Friendly,Argentina,Guatemala,1896,1518,3,0,in the United States,Yes,,,,,,,,,,,,Yes
2018,September 7,European Nations League D,Azerbaijan,Kosovo,1403,1430,0,0,in Azerbaijan,No,,,,,,,,,,,,No
2018,September 7,CONCACAF Nations League qualifier,Belize,Bahamas,1177,905,4,0,in Belize,No,,,,,,,,,,,,No
2018,September 7,Friendly,Colombia,Venezuela,1939,1738,2,1,in the United States,Yes,,,,,,,,,,,,Yes
2018,September 7,Friendly,Ecuador,Jamaica,1747,1570,2,0,in the United States,Yes,,,,,,,,,,,,Yes
2018,September 7,European Nations League D,Faroe Islands,Malta,1293,1205,3,1,in the Faroe Islands,No,,,,,,,,,,,,No
2018,September 7,European Nations League A,Italy,Poland,1891,1783,1,1,in Italy,No,,,,,,,,,,,,No
2018,September 7,European Nations League C,Lithuania,Serbia,1391,1773,0,1,in Lithuania,No,,,,,,,,,,,,No
2018,September 7,South Asian Championship,Maldives,Sri Lanka,942,703,0,0,in Bangladesh,Yes,,,,,,,,,,,,Yes
2018,September 7,Friendly,Qatar,China,1492,1535,1,0,in Qatar,No,,,,,,,,,,,,No
2018,September 7,European Nations League C,Romania,Montenegro,1727,1597,0,0,in Romania,No,,,,,,,,,,,,No
2018,September 7,Friendly,Scotland,Belgium,1710,2058,0,4,in Scotland,No,,,,,,,,,,,,No
2018,September 7,Friendly,Singapore,Mauritius,1043,1074,1,1,in Singapore,No,,,,,,,,,,,,No
2018,September 7,Friendly,South Korea,Costa Rica,1756,1725,2,0,in South Korea,No,,,,,,,,,,,,No
2018,September 7,Friendly,Taiwan,Malaysia,977,1066,2,0,in Taiwan,No,,,,,,,,,,,,No
2018,September 7,European Nations League B,Turkey,Russia,1728,1721,1,2,in Turkey,No,,,,,,,,,,,,No
2018,September 7,Friendly,Uruguay,Mexico,1946,1829,4,1,in the United States,Yes,,,,,,,,,,,,Yes
2018,September 7,Friendly,United States,Brazil,1763,2113,0,2,in the United States,No,,,,,,,,,,,,No
2018,September 8,South Asian Championship,Bangladesh,Nepal,822,890,0,2,in Bangladesh,No,,,,,,,,,,,,No
2018,September 8,European Nations League D,Belarus,San Marino,1521,853,5,0,in Belarus,No,,,,,,,,,,,,No
2018,September 8,Southeast Asian Championship qualifier,Brunei,East Timor,597,664,1,0,in Brunei,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Comoros,Cameroon,1025,1643,1,1,in the Comoros,No,,,,,,,,,,,,No
2018,September 8,CONCACAF Nations League qualifier,Cuba,Turks and Caicos Islands,1301,762,11,0,in Cuba,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Egypt,Niger,1573,1309,6,0,in Egypt,No,,,,,,,,,,,,No
2018,September 8,European Nations League A,England,Spain,1913,2010,1,2,in England,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Equatorial Guinea,Sudan,1326,1245,1,0,in Equatorial Guinea,No,,,,,,,,,,,,No
2018,September 8,European Nations League C,Estonia,Greece,1488,1645,0,1,in Estonia,No,,,,,,,,,,,,No
2018,September 8,European Nations League C,Finland,Hungary,1605,1576,1,0,in Finland,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Gabon,Burundi,1439,1319,1,1,in Gabon,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Gambia,Algeria,1276,1508,1,1,in The Gambia,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Kenya,Ghana,1331,1645,1,0,in Kenya,No,,,,,,,,,,,,No
2018,September 8,European Nations League D,Luxembourg,Moldova,1344,1328,4,0,in Luxembourg,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Mauritania,Burkina Faso,1320,1599,2,0,in Mauritania,No,,,,,,,,,,,,No
2018,September 8,CONCACAF Nations League qualifier,Montserrat,El Salvador,645,1471,1,2,in Montserrat,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Morocco,Malawi,1720,1278,3,0,in Morocco,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Mozambique,Guinea-Bissau,1315,1277,2,2,in Mozambique,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Namibia,Zambia,1365,1446,1,1,in Namibia,No,,,,,,,,,,,,No
2018,September 8,European Nations League B,Northern Ireland,Bosnia and Herzegovina,1676,1744,1,2,in Northern Ireland,No,,,,,,,,,,,,No
2018,September 8,South Asian Championship,Pakistan,Bhutan,942,563,3,0,in Bangladesh,Yes,,,,,,,,,,,,Yes
2018,September 8,African Nations Cup qualifier,Seychelles,Nigeria,964,1703,0,3,in the Seychelles,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,South Africa,Libya,1568,1475,0,0,in South Africa,No,,,,,,,,,,,,No
2018,September 8,CONCACAF Nations League qualifier,Saint Vincent and the Grenadines,Nicaragua,1101,1277,0,2,in Saint Vincent and the Grenadines,No,,,,,,,,,,,,No
2018,September 8,European Nations League A,Switzerland,Iceland,1879,1709,6,0,in Switzerland,No,,,,,,,,,,,,No
2018,September 8,African Nations Cup qualifier,Uganda,Tanzania,1419,1319,0,0,in Uganda,No,,,,,,,,,,,,No
2018,September 9,African Nations Cup qualifier,Angola,Botswana,1256,1340,1,0,in Angola,No,,,,,,,,,,,,No
2018,September 9,CONCACAF Nations League qualifier,Bermuda,Aruba,1192,916,1,3,in Curaçao,Yes,,,,,,,,,,,,Yes
2018,September 9,European Nations League C,Bulgaria,Norway,1640,1647,1,0,in Bulgaria,No,,,,,,,,,,,,No
2018,September 9,CONCACAF Nations League qualifier,Canada,US Virgin Islands,1534,722,8,0,in the United States,Yes,,,,,,,,,,,,Yes
2018,September 9,African Nations Cup qualifier,Congo,Zimbabwe,1393,1469,1,1,in Congo,No,,,,,,,,,,,,No
2018,September 9,European Nations League C,Cyprus,Slovenia,1395,1600,2,1,in Cyprus,No,,,,,,,,,,,,No
2018,September 9,European Nations League B,Denmark,Wales,1875,1798,2,0,in Denmark,No,,,,,,,,,,,,No
2018,September 9,CONCACAF Nations League qualifier,Dominican Republic,Bonaire,1257,991,5,0,in Curaçao,Yes,,,,,,,,,,,,Yes
2018,September 9,African Nations Cup qualifier,Eswatini,Tunisia,1250,1661,0,2,in Eswatini,No,,,,,,,,,,,,No
2018,September 9,African Nations Cup qualifier,Ethiopia,Sierra Leone,1275,1379,1,0,in Ethiopia,No,,,,,,,,,,,,No
2018,September 9,European Nations League A,France,Netherlands,2123,1914,2,1,in France,No,,,,,,,,,,,,No
2018,September 9,European Nations League D,Georgia,Latvia,1523,1332,1,0,in Georgia,No,,,,,,,,,,,,No
2018,September 9,Friendly,Germany,Peru,1968,1884,2,1,in Germany,No,,,,,,,,,,,,No
2018,September 9,African Nations Cup qualifier,Guinea,Central African Republic,1454,1337,1,0,in Guinea,No,,,,,,,,,,,,No
2018,September 9,South Asian Championship,India,Maldives,1219,930,2,0,in Bangladesh,Yes,,,,,,,,,,,,Yes
2018,September 9,CONCACAF Nations League qualifier,Jamaica,Cayman Islands,1562,949,4,0,in Jamaica,No,,,,,,,,,,,,No
2018,September 9,Friendly,Oman,Lebanon,1537,1466,0,0,in Jordan,Yes,,,,,,,,,,,,Yes
2018,September 9,African Nations Cup qualifier,Lesotho,Cape Verde,1329,1436,1,1,in Lesotho,No,,,,,,,,,,,,No
